,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,time
7028,0.0,1.0,97.0,25.0,0.0,1.0,1.0,1.0,3,18.0
5154,0.0,0.0,92.0,43.0,1.0,1.0,0.0,0.0,1,15.0
662,1.0,0.0,49.0,37.0,1.0,0.0,0.0,0.0,3,7.0
6065,0.0,0.0,79.0,88.0,9.0,0.0,0.0,0.0,3,15.0
6195,0.0,0.0,39.0,17.0,6.0,0.0,0.0,0.0,2,15.0
5057,3.0,0.0,31.0,14.0,0.0,0.0,0.0,0.0,1,2.0
1901,0.0,0.0,137.0,102.0,3.0,0.0,0.0,0.0,2,25.0
5947,0.0,0.0,41.0,28.0,0.0,6.0,0.0,0.0,3,15.0
242,1.0,0.0,43.0,14.0,0.0,0.0,0.0,0.0,2,3.0
790,1.0,0.0,55.0,83.0,1.0,5.0,1.0,0.0,2,24.0
1366,0.0,0.0,42.0,31.0,0.0,0.0,0.0,0.0,1,8.0
1027,0.0,0.0,42.0,31.0,2.0,0.0,1.0,0.0,3,6.0
2643,0.0,0.0,25.0,24.0,0.0,0.0,1.0,1.0,2,11.0
986,0.0,0.0,13.0,12.0,0.0,2.0,1.0,0.0,3,2.0
818,0.0,0.0,54.0,30.0,4.0,0.0,1.0,0.0,1,13.0
3028,0.0,0.0,63.0,63.0,1.0,0.0,0.0,0.0,2,15.0
2136,0.0,0.0,31.0,50.0,1.0,2.0,1.0,0.0,2,15.0
260,1.0,0.0,26.0,8.0,1.0,0.0,1.0,0.0,3,3.0
1613,0.0,0.0,50.0,16.0,10.0,0.0,0.0,0.0,2,15.0
902,1.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,1,3.0
4696,1.0,0.0,18.0,9.0,1.0,0.0,0.0,1.0,2,4.0
1760,0.0,0.0,46.0,47.0,5.0,4.0,0.0,0.0,1,15.0
7268,1.0,1.0,33.0,27.0,2.0,0.0,1.0,0.0,3,13.0
2053,0.0,0.0,88.0,58.0,1.0,0.0,0.0,0.0,2,15.0
5090,0.0,0.0,54.0,44.0,5.0,0.0,0.0,0.0,2,15.0
5796,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,3,3.0
6428,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,3,1.0
1634,0.0,0.0,39.0,28.0,2.0,1.0,0.0,0.0,2,15.0
4746,0.0,0.0,10.0,6.0,1.0,0.0,1.0,0.0,4,2.0
3657,0.0,0.0,65.0,47.0,0.0,1.0,1.0,0.0,2,15.0
7069,2.0,0.0,31.0,13.0,1.0,0.0,0.0,0.0,3,4.0
1818,0.0,0.0,85.0,71.0,0.0,0.0,0.0,0.0,3,15.0
6927,0.0,0.0,33.0,9.0,1.0,0.0,0.0,0.0,3,4.0
4125,0.0,0.0,52.0,19.0,2.0,1.0,0.0,0.0,2,15.0
6756,0.0,0.0,8.0,19.0,2.0,0.0,2.0,0.0,2,7.0
2213,1.0,0.0,80.0,45.0,0.0,1.0,0.0,0.0,1,9.0
1369,0.0,0.0,61.0,13.0,3.0,1.0,1.0,1.0,2,17.0
4566,1.0,0.0,67.0,74.0,1.0,2.0,0.0,1.0,1,10.0
6397,0.0,0.0,41.0,25.0,9.0,0.0,1.0,3.0,3,15.0
3122,0.0,0.0,59.0,71.0,2.0,0.0,0.0,2.0,1,15.0
2113,0.0,0.0,30.0,12.0,2.0,0.0,0.0,4.0,2,9.0
5309,0.0,0.0,121.0,48.0,0.0,3.0,1.0,1.0,2,15.0
3935,0.0,0.0,104.0,27.0,7.0,0.0,0.0,2.0,2,15.0
5805,2.0,0.0,43.0,16.0,0.0,0.0,0.0,0.0,3,7.0
1526,0.0,0.0,56.0,58.0,0.0,0.0,0.0,0.0,3,15.0
2723,0.0,0.0,47.0,43.0,1.0,0.0,0.0,0.0,4,15.0
6318,0.0,0.0,62.0,41.0,1.0,1.0,0.0,0.0,3,15.0
4907,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,2,5.0
2815,0.0,0.0,48.0,20.0,7.0,0.0,0.0,1.0,3,15.0
370,0.0,0.0,30.0,13.0,3.0,0.0,1.0,0.0,2,15.0
2969,0.0,0.0,116.0,88.0,1.0,0.0,0.0,0.0,1,15.0
4478,0.0,0.0,152.0,47.0,1.0,0.0,0.0,0.0,2,15.0
4433,1.0,0.0,94.0,24.0,2.0,3.0,0.0,0.0,2,15.0
5611,0.0,0.0,28.0,11.0,2.0,0.0,1.0,1.0,3,6.0
29,0.0,0.0,99.0,86.0,2.0,1.0,0.0,0.0,1,15.0
4704,0.0,1.0,42.0,21.0,0.0,1.0,0.0,2.0,3,4.0
5461,0.0,1.0,64.0,66.0,0.0,2.0,1.0,2.0,2,25.0
3050,0.0,0.0,24.0,21.0,2.0,1.0,3.0,0.0,2,9.0
2994,0.0,0.0,92.0,69.0,10.0,2.0,0.0,0.0,1,15.0
1101,0.0,0.0,66.0,13.0,2.0,0.0,0.0,0.0,3,15.0
5201,0.0,0.0,76.0,102.0,2.0,0.0,0.0,0.0,2,15.0
124,0.0,0.0,28.0,16.0,1.0,0.0,2.0,0.0,2,9.0
7075,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,4,1.0
5421,0.0,0.0,5.0,3.0,3.0,0.0,1.0,0.0,2,2.0
2610,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,2,2.0
4544,0.0,0.0,38.0,38.0,1.0,3.0,1.0,2.0,1,15.0
2743,0.0,0.0,46.0,30.0,0.0,4.0,1.0,1.0,3,15.0
6028,2.0,0.0,31.0,9.0,1.0,1.0,0.0,0.0,4,4.0
6590,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0
1566,0.0,0.0,43.0,47.0,3.0,1.0,0.0,0.0,3,15.0
3560,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4,1.0
6052,0.0,0.0,38.0,75.0,5.0,0.0,0.0,7.0,2,15.0
603,0.0,0.0,25.0,8.0,1.0,0.0,1.0,0.0,3,4.0
75,1.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,2,2.0
1350,1.0,0.0,14.0,7.0,1.0,0.0,0.0,0.0,2,1.0
1428,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,4,4.0
3171,1.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,1,3.0
5445,0.0,1.0,45.0,52.0,0.0,1.0,0.0,0.0,2,15.0
4089,0.0,1.0,62.0,21.0,1.0,0.0,0.0,0.0,2,10.0
5493,0.0,0.0,51.0,32.0,6.0,0.0,0.0,0.0,2,15.0
4313,0.0,0.0,64.0,35.0,1.0,1.0,0.0,0.0,1,15.0
5985,0.0,0.0,110.0,16.0,4.0,1.0,0.0,0.0,2,25.0
149,0.0,0.0,46.0,43.0,2.0,2.0,2.0,0.0,2,15.0
3512,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,2,3.0
1570,0.0,0.0,49.0,64.0,3.0,0.0,0.0,0.0,1,15.0
6351,0.0,0.0,27.0,6.0,8.0,1.0,1.0,4.0,2,15.0
456,0.0,0.0,62.0,36.0,0.0,1.0,1.0,0.0,3,7.0
1982,0.0,0.0,1.0,27.0,0.0,0.0,1.0,0.0,2,5.0
3756,2.0,0.0,22.0,17.0,0.0,0.0,0.0,1.0,2,2.0
418,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1,1.0
2357,1.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,4,1.0
817,1.0,0.0,12.0,32.0,0.0,0.0,0.0,0.0,4,5.0
6021,0.0,0.0,57.0,23.0,0.0,2.0,3.0,0.0,3,15.0
4585,0.0,0.0,66.0,43.0,2.0,2.0,0.0,0.0,2,15.0
967,0.0,0.0,36.0,30.0,2.0,3.0,1.0,1.0,1,15.0
7290,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,2,6.0
1128,4.0,0.0,60.0,10.0,0.0,0.0,0.0,0.0,2,3.0
4953,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,4,0.0
819,0.0,0.0,33.0,8.0,6.0,0.0,1.0,0.0,4,8.0
4393,1.0,0.0,20.0,15.0,2.0,0.0,0.0,0.0,1,11.0
1138,1.0,0.0,54.0,32.0,5.0,1.0,1.0,1.0,2,15.0
843,1.0,0.0,50.0,43.0,0.0,0.0,0.0,0.0,2,15.0
3196,0.0,1.0,19.0,27.0,3.0,1.0,1.0,0.0,2,15.0
3352,0.0,0.0,59.0,51.0,0.0,0.0,0.0,0.0,4,18.0
5718,0.0,0.0,72.0,43.0,0.0,4.0,2.0,0.0,2,15.0
7105,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,3,3.0
3549,0.0,0.0,111.0,77.0,2.0,1.0,0.0,0.0,2,15.0
1245,0.0,0.0,65.0,33.0,1.0,0.0,0.0,0.0,2,25.0
1234,0.0,0.0,36.0,31.0,1.0,1.0,0.0,0.0,2,15.0
4853,1.0,0.0,45.0,24.0,0.0,0.0,1.0,0.0,2,5.0
6109,0.0,0.0,10.0,20.0,5.0,0.0,0.0,0.0,3,12.0
4658,1.0,0.0,77.0,91.0,0.0,4.0,0.0,0.0,2,15.0
2139,1.0,0.0,31.0,15.0,0.0,2.0,1.0,1.0,1,15.0
2929,0.0,0.0,5.0,4.0,2.0,0.0,1.0,0.0,3,4.0
7176,0.0,0.0,44.0,18.0,0.0,1.0,1.0,0.0,4,9.0
6538,0.0,0.0,42.0,34.0,2.0,0.0,0.0,0.0,3,15.0
4547,1.0,0.0,32.0,35.0,0.0,1.0,1.0,0.0,1,6.0
2523,0.0,0.0,98.0,58.0,1.0,1.0,0.0,0.0,1,15.0
2140,0.0,0.0,79.0,40.0,2.0,0.0,0.0,0.0,1,15.0
5216,1.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,3,2.0
2422,0.0,0.0,83.0,81.0,0.0,0.0,1.0,0.0,1,13.0
1036,1.0,1.0,20.0,22.0,1.0,0.0,0.0,0.0,2,6.0
7142,0.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,2,5.0
3842,1.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,1,2.0
1672,0.0,0.0,123.0,80.0,0.0,0.0,0.0,0.0,4,15.0
6198,1.0,0.0,42.0,32.0,1.0,5.0,1.0,0.0,3,15.0
352,1.0,1.0,96.0,64.0,1.0,0.0,1.0,0.0,2,15.0
455,1.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,2,4.0
669,1.0,0.0,23.0,31.0,1.0,0.0,0.0,0.0,2,6.0
172,4.0,0.0,53.0,49.0,0.0,0.0,0.0,0.0,1,8.0
1417,0.0,0.0,45.0,21.0,0.0,1.0,0.0,0.0,2,15.0
4030,0.0,0.0,47.0,2.0,2.0,1.0,1.0,0.0,2,15.0
4507,1.0,0.0,25.0,15.0,0.0,0.0,1.0,0.0,2,4.0
4814,1.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,3,3.0
425,0.0,0.0,66.0,28.0,1.0,1.0,0.0,1.0,1,8.0
2926,1.0,0.0,15.0,6.0,0.0,0.0,1.0,0.0,1,2.0
6243,1.0,0.0,21.0,29.0,0.0,0.0,0.0,0.0,3,3.0
1229,0.0,0.0,72.0,25.0,4.0,0.0,6.0,0.0,3,14.0
890,0.0,0.0,109.0,86.0,0.0,0.0,0.0,0.0,3,15.0
3571,0.0,0.0,28.0,24.0,5.0,4.0,3.0,2.0,1,25.0
1263,0.0,2.0,34.0,7.0,3.0,0.0,0.0,0.0,2,6.0
5072,1.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,2,3.0
6563,2.0,0.0,51.0,27.0,0.0,1.0,1.0,1.0,2,14.0
2653,0.0,0.0,22.0,4.0,2.0,0.0,2.0,0.0,4,3.0
4374,0.0,0.0,55.0,83.0,0.0,0.0,0.0,0.0,2,15.0
6928,0.0,0.0,22.0,4.0,3.0,0.0,1.0,0.0,3,3.0
3240,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1,2.0
102,0.0,0.0,140.0,122.0,0.0,0.0,0.0,0.0,3,15.0
2629,0.0,0.0,11.0,36.0,2.0,0.0,1.0,0.0,2,9.0
4560,2.0,0.0,31.0,20.0,0.0,0.0,0.0,0.0,2,6.0
7048,0.0,0.0,36.0,10.0,0.0,0.0,0.0,0.0,3,3.0
7135,0.0,0.0,24.0,12.0,5.0,0.0,0.0,0.0,4,15.0
3037,0.0,0.0,12.0,6.0,1.0,1.0,3.0,0.0,1,3.0
7314,0.0,0.0,37.0,9.0,6.0,0.0,0.0,0.0,3,7.0
1594,1.0,0.0,69.0,59.0,1.0,1.0,0.0,1.0,3,15.0
3998,0.0,0.0,46.0,32.0,2.0,3.0,3.0,0.0,2,13.0
7270,0.0,0.0,22.0,24.0,1.0,0.0,2.0,0.0,2,6.0
4717,0.0,0.0,90.0,13.0,3.0,0.0,0.0,0.0,2,14.0
6062,0.0,0.0,29.0,23.0,0.0,4.0,2.0,0.0,2,15.0
3442,0.0,0.0,28.0,31.0,7.0,1.0,0.0,0.0,3,15.0
7207,0.0,0.0,42.0,19.0,1.0,2.0,0.0,2.0,2,15.0
135,1.0,0.0,53.0,47.0,0.0,0.0,0.0,0.0,3,10.0
7166,1.0,0.0,28.0,11.0,1.0,1.0,0.0,0.0,2,5.0
4201,0.0,0.0,49.0,36.0,2.0,2.0,1.0,3.0,1,15.0
1321,0.0,0.0,1.0,10.0,0.0,0.0,2.0,1.0,2,1.0
6689,1.0,0.0,44.0,10.0,3.0,0.0,0.0,7.0,2,15.0
6938,1.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,4,2.0
5552,0.0,0.0,33.0,39.0,0.0,0.0,0.0,0.0,2,7.0
6493,0.0,0.0,22.0,7.0,5.0,0.0,2.0,0.0,2,15.0
6149,0.0,1.0,44.0,42.0,0.0,0.0,1.0,0.0,3,7.0
6937,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,2,1.0
5571,0.0,0.0,36.0,98.0,1.0,0.0,0.0,0.0,3,15.0
4260,0.0,0.0,6.0,3.0,2.0,0.0,1.0,0.0,2,2.0
1953,2.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,1,4.0
2114,0.0,0.0,20.0,2.0,1.0,0.0,2.0,1.0,2,4.0
3898,0.0,0.0,11.0,10.0,2.0,0.0,1.0,1.0,2,7.0
7311,1.0,0.0,31.0,23.0,0.0,3.0,0.0,0.0,4,7.0
816,2.0,0.0,121.0,97.0,1.0,0.0,0.0,0.0,2,12.0
1877,2.0,0.0,35.0,18.0,0.0,0.0,4.0,0.0,1,4.0
3606,0.0,0.0,28.0,44.0,0.0,1.0,1.0,0.0,1,6.0
465,1.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,2,1.0
888,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2,3.0
1974,0.0,0.0,118.0,121.0,0.0,1.0,0.0,0.0,2,15.0
7149,0.0,0.0,138.0,26.0,0.0,0.0,0.0,0.0,4,6.0
6436,0.0,0.0,49.0,49.0,4.0,0.0,1.0,0.0,2,15.0
5596,0.0,0.0,74.0,33.0,5.0,0.0,0.0,0.0,2,15.0
6375,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,4,1.0
6905,0.0,0.0,53.0,48.0,3.0,0.0,0.0,1.0,4,15.0
5966,2.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,2,1.0
807,1.0,0.0,46.0,29.0,1.0,0.0,1.0,0.0,3,11.0
357,1.0,0.0,129.0,147.0,6.0,2.0,0.0,0.0,1,25.0
4042,0.0,0.0,127.0,42.0,1.0,0.0,0.0,0.0,2,15.0
1082,0.0,0.0,6.0,5.0,3.0,0.0,2.0,0.0,3,4.0
6432,0.0,0.0,48.0,22.0,4.0,1.0,0.0,0.0,2,15.0
2369,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2,0.0
144,0.0,0.0,36.0,57.0,1.0,0.0,0.0,0.0,1,15.0
383,1.0,0.0,53.0,39.0,0.0,2.0,0.0,2.0,2,9.0
1351,1.0,0.0,44.0,25.0,0.0,1.0,0.0,0.0,2,6.0
4831,0.0,0.0,9.0,16.0,0.0,3.0,1.0,0.0,1,4.0
5886,1.0,0.0,17.0,10.0,1.0,0.0,0.0,2.0,4,4.0
4636,0.0,0.0,13.0,9.0,3.0,0.0,2.0,0.0,1,7.0
4615,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2,1.0
121,1.0,0.0,83.0,50.0,1.0,2.0,0.0,0.0,1,9.0
2555,0.0,0.0,55.0,61.0,0.0,0.0,0.0,0.0,2,15.0
2572,1.0,0.0,120.0,77.0,0.0,0.0,0.0,0.0,2,15.0
4161,0.0,0.0,21.0,5.0,0.0,0.0,1.0,2.0,3,2.0
4423,1.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,2,3.0
2447,0.0,0.0,53.0,30.0,2.0,1.0,0.0,0.0,2,15.0
2043,0.0,0.0,48.0,53.0,1.0,1.0,1.0,0.0,1,15.0
1372,0.0,0.0,49.0,67.0,3.0,0.0,1.0,0.0,3,11.0
421,1.0,0.0,25.0,24.0,0.0,0.0,0.0,0.0,4,8.0
4053,1.0,0.0,37.0,20.0,0.0,3.0,0.0,0.0,2,5.0
5857,1.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,2,1.0
1527,0.0,0.0,69.0,46.0,2.0,1.0,0.0,0.0,2,15.0
5129,2.0,0.0,17.0,2.0,1.0,0.0,0.0,0.0,2,1.0
2543,1.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,3,1.0
3434,0.0,0.0,57.0,41.0,1.0,0.0,0.0,0.0,2,15.0
4324,1.0,0.0,23.0,27.0,1.0,2.0,3.0,0.0,1,8.0
559,0.0,0.0,58.0,46.0,3.0,1.0,0.0,1.0,1,15.0
7080,0.0,0.0,14.0,8.0,6.0,0.0,0.0,2.0,2,15.0
5393,1.0,0.0,57.0,9.0,1.0,2.0,2.0,0.0,2,8.0
5887,0.0,0.0,62.0,41.0,4.0,1.0,0.0,0.0,2,15.0
1498,0.0,0.0,27.0,21.0,8.0,0.0,2.0,0.0,3,15.0
5303,0.0,0.0,18.0,36.0,5.0,1.0,1.0,0.0,4,15.0
1282,2.0,0.0,38.0,23.0,0.0,0.0,0.0,0.0,4,6.0
6965,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,4,1.0
1423,0.0,0.0,124.0,132.0,0.0,1.0,0.0,0.0,1,15.0
5651,0.0,0.0,28.0,16.0,2.0,0.0,2.0,0.0,3,6.0
6792,0.0,0.0,79.0,32.0,2.0,2.0,0.0,0.0,2,15.0
1484,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1,1.0
6918,0.0,0.0,10.0,3.0,4.0,0.0,3.0,0.0,3,4.0
5811,1.0,1.0,67.0,42.0,2.0,0.0,0.0,0.0,3,15.0
2250,0.0,0.0,56.0,60.0,0.0,1.0,0.0,0.0,2,15.0
5949,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,2,0.0
4408,0.0,0.0,15.0,7.0,0.0,1.0,1.0,0.0,2,9.0
4886,0.0,0.0,66.0,82.0,3.0,2.0,0.0,2.0,1,15.0
3187,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,3,4.0
990,0.0,0.0,75.0,27.0,4.0,0.0,5.0,0.0,2,15.0
6312,0.0,0.0,27.0,11.0,6.0,0.0,0.0,1.0,2,15.0
7481,1.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,4,1.0
6560,0.0,0.0,24.0,34.0,0.0,2.0,1.0,0.0,2,8.0
1278,0.0,0.0,32.0,18.0,3.0,0.0,0.0,0.0,4,15.0
5422,0.0,0.0,46.0,39.0,1.0,1.0,1.0,0.0,2,9.0
271,0.0,0.0,36.0,15.0,4.0,0.0,3.0,1.0,1,15.0
661,0.0,0.0,25.0,47.0,0.0,2.0,3.0,0.0,3,9.0
4752,0.0,0.0,27.0,36.0,4.0,1.0,2.0,0.0,1,15.0
2470,0.0,0.0,27.0,4.0,1.0,3.0,2.0,0.0,3,7.0
3946,1.0,0.0,31.0,25.0,4.0,0.0,0.0,0.0,2,15.0
5109,0.0,0.0,99.0,69.0,0.0,1.0,0.0,0.0,2,15.0
593,0.0,0.0,69.0,70.0,0.0,0.0,0.0,0.0,2,15.0
3234,0.0,0.0,86.0,72.0,2.0,0.0,0.0,0.0,1,25.0
2361,1.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,2,1.0
3968,0.0,0.0,66.0,40.0,0.0,4.0,0.0,0.0,1,15.0
4017,0.0,0.0,153.0,103.0,0.0,1.0,0.0,0.0,2,15.0
4406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0
4407,0.0,0.0,44.0,40.0,0.0,0.0,0.0,0.0,1,15.0
7256,0.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,3,5.0
3699,0.0,0.0,38.0,16.0,5.0,0.0,1.0,0.0,2,9.0
6404,1.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,4,1.0
2622,0.0,0.0,41.0,1.0,1.0,0.0,1.0,0.0,3,4.0
3295,1.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,2,3.0
684,0.0,0.0,38.0,43.0,0.0,3.0,2.0,0.0,2,12.0
3043,0.0,0.0,145.0,106.0,0.0,3.0,0.0,0.0,2,15.0
5063,0.0,0.0,14.0,7.0,0.0,1.0,2.0,0.0,3,4.0
2890,1.0,0.0,29.0,17.0,0.0,0.0,0.0,0.0,4,9.0
2600,0.0,1.0,63.0,23.0,5.0,0.0,2.0,0.0,2,15.0
4343,0.0,0.0,21.0,21.0,3.0,2.0,1.0,0.0,2,15.0
6450,0.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,3,2.0
7036,0.0,1.0,13.0,13.0,1.0,0.0,1.0,1.0,2,4.0
6361,0.0,0.0,62.0,24.0,1.0,3.0,0.0,0.0,2,15.0
3528,0.0,0.0,36.0,52.0,3.0,2.0,0.0,0.0,2,15.0
7059,0.0,0.0,13.0,3.0,0.0,0.0,1.0,2.0,2,4.0
6665,0.0,1.0,29.0,40.0,1.0,2.0,0.0,1.0,2,12.0
1625,0.0,0.0,25.0,1.0,2.0,0.0,1.0,3.0,3,6.0
6456,1.0,0.0,34.0,4.0,1.0,0.0,0.0,0.0,4,4.0
3033,0.0,0.0,97.0,72.0,1.0,0.0,0.0,0.0,1,15.0
7383,0.0,0.0,6.0,13.0,0.0,0.0,2.0,0.0,4,1.0
2211,0.0,0.0,91.0,36.0,1.0,3.0,0.0,1.0,2,15.0
2284,0.0,0.0,108.0,33.0,4.0,0.0,0.0,0.0,1,15.0
6949,1.0,0.0,46.0,31.0,0.0,2.0,0.0,3.0,2,15.0
611,1.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,3,4.0
3227,1.0,0.0,20.0,22.0,4.0,0.0,1.0,0.0,2,7.0
6872,0.0,1.0,50.0,23.0,0.0,1.0,0.0,0.0,3,15.0
1480,0.0,0.0,73.0,70.0,1.0,0.0,0.0,0.0,3,15.0
5469,0.0,0.0,33.0,5.0,4.0,0.0,0.0,0.0,2,3.0
7158,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3,0.0
3226,1.0,0.0,35.0,65.0,0.0,1.0,0.0,0.0,3,12.0
3125,0.0,0.0,6.0,10.0,0.0,1.0,1.0,0.0,1,2.0
5591,0.0,0.0,105.0,45.0,1.0,0.0,0.0,0.0,3,25.0
5758,0.0,1.0,33.0,21.0,1.0,1.0,0.0,2.0,3,15.0
5369,1.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,2,1.0
7117,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,1.0
2096,0.0,0.0,77.0,51.0,5.0,0.0,0.0,0.0,3,15.0
4550,0.0,0.0,47.0,79.0,1.0,0.0,1.0,0.0,2,15.0
6510,0.0,0.0,15.0,7.0,5.0,0.0,5.0,1.0,2,13.0
6483,0.0,0.0,17.0,6.0,1.0,1.0,1.0,0.0,2,4.0
3525,0.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,1,0.0
588,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1,0.0
5391,1.0,0.0,49.0,21.0,5.0,0.0,0.0,4.0,2,15.0
2644,0.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,2,2.0
7169,1.0,0.0,17.0,35.0,2.0,0.0,2.0,1.0,3,11.0
2429,1.0,0.0,61.0,46.0,3.0,0.0,0.0,0.0,1,10.0
5753,0.0,0.0,32.0,30.0,2.0,0.0,0.0,0.0,4,11.0
4744,0.0,0.0,78.0,42.0,3.0,0.0,0.0,0.0,3,15.0
7470,0.0,0.0,13.0,1.0,2.0,0.0,1.0,0.0,4,4.0
3582,0.0,0.0,47.0,36.0,1.0,0.0,0.0,2.0,3,15.0
2148,1.0,0.0,44.0,6.0,1.0,0.0,0.0,0.0,3,10.0
2541,1.0,0.0,52.0,20.0,1.0,0.0,0.0,0.0,3,10.0
7159,0.0,0.0,9.0,5.0,2.0,0.0,3.0,0.0,2,6.0
6856,0.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,3,4.0
347,0.0,0.0,47.0,22.0,3.0,1.0,0.0,0.0,2,15.0
4306,1.0,1.0,51.0,15.0,0.0,0.0,0.0,0.0,4,4.0
5202,0.0,0.0,21.0,30.0,1.0,2.0,5.0,0.0,3,7.0
6971,0.0,0.0,10.0,5.0,1.0,0.0,1.0,1.0,4,4.0
3388,0.0,0.0,225.0,83.0,0.0,2.0,0.0,0.0,1,25.0
5752,0.0,0.0,44.0,21.0,2.0,0.0,0.0,0.0,4,15.0
3470,1.0,0.0,39.0,21.0,0.0,0.0,0.0,0.0,4,8.0
2665,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,4,0.0
90,0.0,0.0,38.0,26.0,0.0,1.0,0.0,0.0,1,15.0
3869,1.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,1,3.0
3716,0.0,0.0,80.0,54.0,0.0,3.0,0.0,1.0,2,15.0
4604,1.0,0.0,88.0,48.0,0.0,0.0,0.0,0.0,2,15.0
2881,0.0,0.0,26.0,43.0,4.0,2.0,1.0,0.0,1,15.0
2138,0.0,0.0,74.0,58.0,0.0,2.0,0.0,0.0,2,15.0
3741,0.0,0.0,15.0,23.0,4.0,0.0,1.0,0.0,2,15.0
5642,0.0,0.0,85.0,11.0,3.0,0.0,5.0,1.0,1,15.0
4261,0.0,0.0,54.0,26.0,1.0,0.0,0.0,0.0,2,15.0
2613,0.0,0.0,89.0,40.0,0.0,3.0,0.0,0.0,2,15.0
956,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,3,1.0
3012,0.0,0.0,14.0,7.0,0.0,0.0,1.0,0.0,2,2.0
2741,0.0,0.0,28.0,18.0,2.0,0.0,1.0,0.0,2,8.0
3605,0.0,0.0,31.0,3.0,6.0,0.0,2.0,0.0,4,12.0
5649,0.0,0.0,33.0,41.0,2.0,1.0,0.0,0.0,2,15.0
4311,0.0,0.0,26.0,16.0,2.0,0.0,0.0,2.0,2,15.0
2477,0.0,0.0,47.0,47.0,2.0,0.0,0.0,0.0,1,15.0
5672,0.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,3,6.0
6815,1.0,0.0,13.0,10.0,0.0,2.0,0.0,0.0,3,6.0
5477,0.0,1.0,52.0,41.0,6.0,0.0,0.0,0.0,2,15.0
4962,0.0,0.0,57.0,30.0,1.0,1.0,1.0,0.0,3,15.0
6015,2.0,0.0,43.0,12.0,2.0,0.0,0.0,1.0,2,10.0
4949,1.0,0.0,54.0,33.0,0.0,0.0,0.0,0.0,1,9.0
