,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,time
6494,1.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,4,1.0
881,0.0,0.0,113.0,82.0,0.0,0.0,0.0,0.0,3,15.0
3887,0.0,0.0,94.0,39.0,0.0,4.0,0.0,0.0,2,15.0
5510,0.0,1.0,122.0,58.0,1.0,0.0,0.0,0.0,3,25.0
5998,0.0,0.0,42.0,18.0,5.0,0.0,1.0,0.0,3,15.0
7103,1.0,0.0,30.0,37.0,3.0,1.0,0.0,1.0,2,15.0
2991,0.0,0.0,95.0,59.0,0.0,1.0,0.0,0.0,1,15.0
3421,1.0,0.0,49.0,63.0,0.0,4.0,0.0,0.0,3,13.0
5457,1.0,0.0,111.0,87.0,0.0,2.0,0.0,0.0,2,15.0
2584,0.0,0.0,29.0,36.0,2.0,1.0,0.0,2.0,1,15.0
7275,1.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,4,11.0
2659,0.0,0.0,35.0,14.0,1.0,1.0,0.0,0.0,1,4.0
5298,0.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,1,4.0
3561,0.0,0.0,66.0,9.0,5.0,0.0,0.0,0.0,3,7.0
378,1.0,0.0,65.0,85.0,2.0,1.0,0.0,0.0,2,13.0
1926,0.0,0.0,82.0,81.0,2.0,0.0,0.0,0.0,2,15.0
4469,1.0,0.0,66.0,100.0,0.0,0.0,0.0,0.0,3,12.0
6434,2.0,0.0,24.0,2.0,2.0,0.0,0.0,0.0,3,4.0
6503,1.0,0.0,41.0,28.0,0.0,0.0,0.0,0.0,3,9.0
4065,0.0,0.0,47.0,53.0,0.0,1.0,0.0,0.0,2,15.0
1618,0.0,0.0,68.0,59.0,2.0,1.0,0.0,0.0,1,15.0
1127,0.0,0.0,46.0,35.0,11.0,0.0,0.0,4.0,1,15.0
3710,0.0,0.0,88.0,37.0,1.0,0.0,0.0,2.0,3,15.0
3521,0.0,0.0,48.0,21.0,1.0,0.0,2.0,0.0,1,13.0
7221,0.0,0.0,22.0,9.0,5.0,0.0,0.0,0.0,3,14.0
6087,2.0,0.0,28.0,9.0,0.0,2.0,0.0,0.0,2,5.0
2984,0.0,0.0,46.0,34.0,4.0,0.0,0.0,0.0,4,15.0
2013,0.0,0.0,74.0,16.0,4.0,2.0,0.0,0.0,2,15.0
7405,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,4,2.0
6466,0.0,0.0,31.0,12.0,2.0,2.0,2.0,1.0,2,6.0
2400,1.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,2,2.0
6805,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,2,1.0
1353,0.0,0.0,100.0,72.0,0.0,5.0,0.0,1.0,2,15.0
323,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2,1.0
1633,0.0,0.0,445.0,133.0,0.0,0.0,0.0,0.0,2,25.0
3747,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,2,2.0
6802,0.0,0.0,29.0,11.0,0.0,0.0,0.0,0.0,3,4.0
2079,0.0,0.0,36.0,26.0,6.0,5.0,3.0,0.0,1,12.0
2242,0.0,0.0,6.0,21.0,1.0,0.0,1.0,0.0,3,3.0
1688,0.0,0.0,16.0,17.0,2.0,0.0,2.0,0.0,1,4.0
6086,0.0,0.0,59.0,2.0,3.0,0.0,0.0,0.0,3,15.0
263,0.0,0.0,84.0,48.0,0.0,2.0,0.0,0.0,1,15.0
6565,0.0,0.0,60.0,34.0,5.0,0.0,2.0,0.0,3,15.0
2058,0.0,0.0,104.0,116.0,2.0,0.0,0.0,0.0,3,25.0
4825,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2,3.0
910,0.0,0.0,120.0,111.0,0.0,5.0,1.0,1.0,3,24.0
3779,0.0,0.0,40.0,14.0,3.0,1.0,1.0,2.0,1,14.0
2045,1.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,3,3.0
4274,0.0,0.0,62.0,48.0,1.0,0.0,0.0,0.0,1,15.0
1935,0.0,0.0,45.0,4.0,2.0,0.0,2.0,0.0,3,4.0
1845,0.0,0.0,13.0,12.0,0.0,1.0,1.0,0.0,3,3.0
1587,0.0,0.0,38.0,40.0,0.0,3.0,1.0,0.0,1,15.0
4455,0.0,0.0,37.0,9.0,2.0,0.0,0.0,0.0,2,5.0
4789,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,4,0.0
6283,0.0,0.0,28.0,14.0,2.0,0.0,0.0,0.0,2,9.0
6526,0.0,0.0,12.0,48.0,3.0,1.0,1.0,2.0,2,15.0
4694,0.0,0.0,46.0,18.0,0.0,1.0,0.0,0.0,1,15.0
4248,0.0,0.0,15.0,26.0,5.0,0.0,0.0,1.0,2,15.0
4667,0.0,0.0,19.0,15.0,2.0,0.0,1.0,0.0,2,15.0
226,0.0,0.0,23.0,18.0,5.0,0.0,1.0,0.0,2,15.0
730,0.0,0.0,153.0,126.0,0.0,2.0,0.0,0.0,1,25.0
6669,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,2,4.0
1150,0.0,0.0,137.0,56.0,0.0,1.0,0.0,0.0,2,15.0
5572,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3,0.0
5808,1.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,4,3.0
5597,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,4,2.0
7046,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,3,1.0
2788,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,1,1.0
855,0.0,0.0,42.0,113.0,2.0,0.0,3.0,0.0,2,15.0
4329,0.0,0.0,10.0,4.0,0.0,1.0,1.0,0.0,2,4.0
5603,1.0,0.0,76.0,38.0,1.0,0.0,0.0,0.0,3,15.0
5084,0.0,0.0,54.0,35.0,0.0,2.0,0.0,0.0,1,9.0
6165,0.0,0.0,51.0,20.0,1.0,0.0,1.0,0.0,2,12.0
2575,1.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,2,0.0
5769,0.0,0.0,68.0,52.0,4.0,1.0,0.0,0.0,4,15.0
2954,0.0,0.0,46.0,12.0,0.0,8.0,1.0,0.0,1,15.0
117,1.0,0.0,65.0,28.0,1.0,0.0,0.0,0.0,1,8.0
651,0.0,0.0,54.0,23.0,0.0,0.0,0.0,0.0,3,9.0
6013,0.0,0.0,76.0,43.0,1.0,5.0,0.0,0.0,3,15.0
3,1.0,0.0,79.0,31.0,0.0,0.0,0.0,0.0,1,5.0
4210,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3,0.0
5895,1.0,0.0,94.0,71.0,5.0,1.0,1.0,0.0,2,25.0
470,0.0,0.0,18.0,9.0,0.0,0.0,1.0,0.0,1,2.0
5,1.0,0.0,34.0,5.0,0.0,0.0,1.0,0.0,2,2.0
5384,1.0,1.0,19.0,7.0,1.0,0.0,0.0,0.0,3,4.0
928,0.0,1.0,33.0,35.0,1.0,0.0,3.0,0.0,2,15.0
2619,0.0,0.0,14.0,25.0,1.0,1.0,0.0,0.0,2,15.0
4364,0.0,0.0,12.0,11.0,0.0,0.0,1.0,0.0,1,1.0
1072,0.0,0.0,102.0,170.0,1.0,0.0,0.0,0.0,1,15.0
2614,0.0,0.0,10.0,6.0,0.0,0.0,1.0,0.0,1,1.0
245,1.0,0.0,137.0,94.0,0.0,0.0,0.0,0.0,3,25.0
6475,0.0,0.0,52.0,25.0,1.0,0.0,0.0,0.0,3,10.0
1169,0.0,0.0,66.0,59.0,0.0,1.0,0.0,0.0,2,12.0
2896,0.0,0.0,70.0,16.0,3.0,0.0,1.0,0.0,2,15.0
3770,0.0,1.0,66.0,40.0,0.0,0.0,3.0,0.0,2,7.0
6796,0.0,0.0,21.0,12.0,4.0,1.0,2.0,1.0,2,15.0
2421,0.0,0.0,54.0,58.0,1.0,1.0,0.0,0.0,2,15.0
3548,2.0,1.0,63.0,70.0,0.0,0.0,0.0,1.0,2,10.0
3451,0.0,0.0,12.0,9.0,6.0,0.0,1.0,0.0,2,7.0
2587,0.0,0.0,49.0,21.0,6.0,3.0,0.0,0.0,2,15.0
5666,1.0,0.0,65.0,22.0,0.0,0.0,0.0,0.0,4,4.0
1619,0.0,0.0,24.0,12.0,4.0,1.0,0.0,1.0,2,25.0
7164,1.0,0.0,26.0,0.0,0.0,1.0,0.0,2.0,2,15.0
2348,1.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,3,6.0
2734,0.0,0.0,72.0,43.0,5.0,0.0,1.0,1.0,1,15.0
6533,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,0.0
1323,1.0,0.0,81.0,89.0,0.0,0.0,0.0,0.0,3,25.0
3479,1.0,1.0,27.0,6.0,1.0,0.0,0.0,0.0,3,7.0
3848,0.0,0.0,22.0,10.0,2.0,0.0,1.0,0.0,1,15.0
6133,0.0,1.0,29.0,17.0,3.0,0.0,0.0,0.0,3,15.0
6908,1.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,4,2.0
2386,0.0,0.0,174.0,105.0,0.0,0.0,0.0,0.0,1,15.0
1993,0.0,0.0,94.0,53.0,0.0,3.0,0.0,1.0,4,15.0
3545,0.0,0.0,33.0,22.0,2.0,0.0,2.0,0.0,1,15.0
1778,1.0,0.0,72.0,25.0,1.0,0.0,0.0,0.0,2,15.0
5443,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,2,2.0
2765,0.0,0.0,38.0,27.0,6.0,0.0,1.0,0.0,2,8.0
5681,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2,0.0
6917,1.0,0.0,51.0,1.0,3.0,1.0,2.0,3.0,2,9.0
2496,0.0,0.0,52.0,34.0,1.0,4.0,0.0,1.0,2,15.0
4045,0.0,0.0,20.0,15.0,2.0,0.0,0.0,0.0,4,15.0
4758,0.0,0.0,49.0,26.0,1.0,0.0,0.0,0.0,2,15.0
6225,0.0,0.0,21.0,7.0,1.0,1.0,0.0,0.0,3,13.0
1506,0.0,0.0,24.0,37.0,11.0,0.0,1.0,0.0,3,25.0
4246,1.0,0.0,64.0,35.0,3.0,0.0,0.0,0.0,1,15.0
2180,0.0,0.0,25.0,8.0,1.0,0.0,0.0,0.0,2,1.0
1178,1.0,0.0,55.0,44.0,1.0,0.0,0.0,0.0,3,15.0
6713,0.0,0.0,14.0,18.0,7.0,0.0,0.0,0.0,2,15.0
234,0.0,0.0,69.0,60.0,3.0,0.0,0.0,1.0,1,15.0
66,0.0,0.0,34.0,35.0,3.0,0.0,2.0,0.0,3,8.0
1617,0.0,0.0,82.0,46.0,2.0,1.0,0.0,2.0,3,15.0
6216,0.0,0.0,22.0,15.0,0.0,1.0,0.0,0.0,4,6.0
3313,0.0,0.0,45.0,36.0,4.0,1.0,0.0,1.0,2,15.0
3627,1.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,2,1.0
6338,1.0,0.0,59.0,30.0,10.0,0.0,1.0,0.0,2,25.0
4672,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,2,4.0
125,1.0,0.0,106.0,62.0,1.0,0.0,0.0,0.0,2,15.0
6279,2.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,2,3.0
5392,1.0,0.0,52.0,21.0,0.0,0.0,0.0,0.0,2,7.0
1307,0.0,0.0,127.0,122.0,2.0,0.0,0.0,0.0,1,15.0
1994,0.0,0.0,45.0,44.0,1.0,0.0,0.0,0.0,1,15.0
6714,1.0,0.0,48.0,43.0,0.0,1.0,1.0,0.0,3,9.0
6663,0.0,1.0,31.0,47.0,0.0,6.0,3.0,1.0,2,10.0
2094,2.0,1.0,64.0,42.0,0.0,0.0,0.0,0.0,2,9.0
4620,0.0,0.0,32.0,24.0,2.0,0.0,2.0,0.0,1,15.0
5794,0.0,1.0,62.0,50.0,2.0,1.0,1.0,0.0,3,15.0
7014,0.0,0.0,25.0,1.0,1.0,0.0,2.0,0.0,2,4.0
3113,2.0,2.0,75.0,93.0,1.0,2.0,0.0,0.0,2,12.0
6452,0.0,0.0,49.0,50.0,1.0,0.0,0.0,0.0,3,12.0
3375,2.0,0.0,97.0,42.0,1.0,1.0,0.0,0.0,3,21.0
6639,0.0,1.0,23.0,4.0,1.0,0.0,0.0,2.0,2,6.0
5914,0.0,0.0,22.0,8.0,1.0,1.0,2.0,0.0,4,9.0
2823,1.0,0.0,104.0,12.0,3.0,0.0,0.0,0.0,3,15.0
927,0.0,0.0,82.0,55.0,0.0,0.0,2.0,0.0,1,9.0
1660,1.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,2,4.0
5164,1.0,0.0,39.0,23.0,0.0,0.0,0.0,0.0,2,7.0
5168,0.0,0.0,54.0,26.0,3.0,0.0,0.0,0.0,2,15.0
5020,1.0,0.0,44.0,37.0,0.0,4.0,0.0,1.0,2,15.0
5473,0.0,0.0,19.0,17.0,1.0,2.0,0.0,0.0,2,6.0
4661,0.0,0.0,26.0,34.0,2.0,1.0,1.0,0.0,2,8.0
367,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0
3317,0.0,1.0,21.0,4.0,2.0,0.0,2.0,0.0,2,5.0
2147,0.0,0.0,64.0,32.0,0.0,1.0,0.0,0.0,3,15.0
4163,0.0,0.0,44.0,22.0,2.0,2.0,0.0,0.0,2,15.0
4609,1.0,0.0,69.0,58.0,2.0,0.0,0.0,0.0,2,15.0
528,0.0,0.0,93.0,69.0,1.0,5.0,0.0,0.0,2,15.0
4861,0.0,0.0,47.0,15.0,2.0,0.0,5.0,0.0,1,15.0
55,0.0,0.0,43.0,29.0,2.0,2.0,2.0,0.0,1,12.0
644,0.0,0.0,30.0,26.0,6.0,0.0,0.0,0.0,1,15.0
305,0.0,0.0,63.0,24.0,0.0,0.0,0.0,0.0,1,3.0
2792,0.0,0.0,40.0,46.0,0.0,1.0,0.0,0.0,1,15.0
5855,0.0,0.0,67.0,32.0,0.0,2.0,0.0,0.0,2,15.0
1286,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2,0.0
6958,0.0,0.0,59.0,37.0,4.0,1.0,0.0,1.0,2,15.0
4760,0.0,0.0,12.0,30.0,0.0,1.0,0.0,0.0,4,15.0
2074,0.0,0.0,36.0,28.0,0.0,0.0,0.0,0.0,3,15.0
5418,1.0,0.0,85.0,10.0,3.0,0.0,1.0,0.0,3,10.0
5187,0.0,0.0,96.0,73.0,1.0,2.0,1.0,0.0,2,14.0
4472,0.0,0.0,37.0,15.0,1.0,1.0,2.0,0.0,2,15.0
3676,1.0,2.0,55.0,41.0,0.0,1.0,2.0,0.0,2,13.0
4183,1.0,0.0,16.0,19.0,0.0,1.0,0.0,0.0,4,5.0
2904,0.0,0.0,18.0,6.0,1.0,1.0,1.0,0.0,2,4.0
4242,1.0,1.0,24.0,20.0,0.0,0.0,0.0,0.0,1,5.0
5217,0.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,3,3.0
2310,0.0,0.0,129.0,96.0,0.0,1.0,0.0,0.0,2,25.0
2285,0.0,0.0,42.0,18.0,1.0,0.0,0.0,0.0,1,25.0
5282,1.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,2,3.0
6614,0.0,0.0,21.0,2.0,3.0,0.0,3.0,0.0,2,7.0
2320,0.0,0.0,37.0,23.0,4.0,0.0,0.0,0.0,2,15.0
5977,0.0,0.0,12.0,14.0,3.0,0.0,2.0,0.0,2,9.0
1769,0.0,0.0,109.0,46.0,0.0,0.0,0.0,0.0,1,15.0
5239,0.0,0.0,68.0,43.0,0.0,1.0,0.0,0.0,2,25.0
1986,1.0,0.0,51.0,16.0,0.0,0.0,0.0,0.0,4,5.0
6461,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4,2.0
3145,0.0,0.0,88.0,91.0,1.0,0.0,0.0,0.0,2,15.0
2417,1.0,0.0,74.0,43.0,1.0,0.0,0.0,0.0,2,11.0
526,0.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,2,1.0
5567,0.0,0.0,74.0,56.0,4.0,0.0,3.0,0.0,2,16.0
3937,0.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,2,4.0
6922,0.0,0.0,25.0,33.0,0.0,5.0,6.0,2.0,3,15.0
4739,0.0,0.0,33.0,31.0,2.0,2.0,1.0,0.0,2,15.0
5629,0.0,0.0,91.0,33.0,2.0,2.0,0.0,0.0,2,15.0
6561,0.0,0.0,59.0,27.0,0.0,3.0,1.0,0.0,3,15.0
3150,0.0,0.0,34.0,49.0,0.0,2.0,1.0,1.0,2,7.0
4196,0.0,0.0,45.0,35.0,2.0,0.0,0.0,0.0,2,15.0
1987,0.0,0.0,143.0,136.0,0.0,0.0,0.0,0.0,2,23.0
678,0.0,1.0,68.0,41.0,2.0,7.0,1.0,0.0,1,15.0
4228,0.0,0.0,15.0,3.0,6.0,0.0,1.0,0.0,2,6.0
673,0.0,0.0,56.0,17.0,1.0,0.0,0.0,0.0,2,11.0
7162,0.0,0.0,70.0,14.0,3.0,0.0,0.0,2.0,3,15.0
1905,1.0,0.0,33.0,41.0,0.0,0.0,0.0,0.0,3,5.0
3296,0.0,0.0,75.0,83.0,0.0,0.0,0.0,0.0,3,15.0
283,0.0,0.0,91.0,27.0,2.0,0.0,0.0,0.0,2,15.0
1734,0.0,0.0,49.0,30.0,0.0,0.0,0.0,0.0,1,5.0
2973,0.0,0.0,67.0,85.0,0.0,2.0,0.0,0.0,1,15.0
4495,0.0,0.0,17.0,2.0,1.0,0.0,0.0,0.0,4,4.0
908,1.0,0.0,118.0,32.0,1.0,0.0,0.0,0.0,3,9.0
6079,0.0,0.0,31.0,4.0,4.0,0.0,2.0,0.0,2,13.0
7198,0.0,1.0,71.0,32.0,4.0,0.0,0.0,2.0,3,15.0
6138,0.0,0.0,30.0,10.0,6.0,0.0,0.0,0.0,2,15.0
6515,0.0,0.0,24.0,12.0,1.0,0.0,2.0,0.0,3,4.0
767,0.0,0.0,88.0,78.0,0.0,1.0,0.0,0.0,3,15.0
6304,0.0,1.0,21.0,11.0,2.0,3.0,2.0,0.0,2,7.0
1924,2.0,0.0,127.0,128.0,1.0,0.0,0.0,0.0,2,15.0
4080,1.0,0.0,16.0,11.0,1.0,0.0,0.0,0.0,2,3.0
3859,0.0,0.0,17.0,10.0,3.0,0.0,2.0,0.0,2,14.0
4178,1.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,1,0.0
3854,1.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,4,2.0
6319,1.0,0.0,25.0,7.0,3.0,0.0,0.0,0.0,3,5.0
4340,0.0,1.0,75.0,47.0,0.0,2.0,0.0,0.0,3,15.0
5612,0.0,0.0,1.0,36.0,3.0,0.0,1.0,0.0,2,6.0
6245,0.0,0.0,49.0,16.0,7.0,1.0,4.0,0.0,2,15.0
2617,0.0,0.0,111.0,71.0,2.0,1.0,1.0,0.0,1,15.0
4204,0.0,0.0,26.0,16.0,5.0,0.0,1.0,0.0,2,15.0
3057,0.0,0.0,33.0,38.0,3.0,1.0,0.0,0.0,2,15.0
6018,0.0,0.0,25.0,21.0,1.0,3.0,0.0,2.0,3,15.0
3610,0.0,1.0,82.0,48.0,1.0,0.0,0.0,0.0,2,15.0
2858,1.0,0.0,8.0,7.0,1.0,2.0,1.0,0.0,2,3.0
5491,0.0,0.0,4.0,3.0,0.0,1.0,2.0,2.0,3,6.0
3503,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,4,1.0
6377,1.0,0.0,18.0,17.0,0.0,0.0,0.0,0.0,3,3.0
137,0.0,0.0,10.0,10.0,1.0,0.0,1.0,0.0,1,4.0
4933,0.0,0.0,62.0,41.0,2.0,1.0,2.0,0.0,2,25.0
2202,0.0,0.0,85.0,39.0,0.0,0.0,0.0,0.0,3,15.0
2150,0.0,0.0,43.0,37.0,1.0,0.0,1.0,0.0,3,14.0
3205,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,1.0
4895,0.0,0.0,49.0,47.0,4.0,0.0,1.0,0.0,1,15.0
4677,2.0,0.0,14.0,24.0,1.0,0.0,0.0,0.0,3,8.0
5157,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0
6485,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,4,1.0
4301,0.0,0.0,41.0,13.0,3.0,0.0,0.0,0.0,1,15.0
4384,0.0,0.0,14.0,4.0,0.0,0.0,1.0,0.0,2,4.0
1342,0.0,0.0,93.0,41.0,1.0,0.0,0.0,0.0,3,15.0
2036,1.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,4,1.0
4582,0.0,0.0,75.0,39.0,2.0,2.0,0.0,0.0,1,15.0
2506,0.0,0.0,44.0,35.0,0.0,1.0,0.0,0.0,3,15.0
1370,0.0,0.0,65.0,25.0,3.0,0.0,0.0,0.0,1,11.0
6291,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,3,3.0
1340,0.0,0.0,104.0,143.0,0.0,0.0,0.0,0.0,2,15.0
7336,0.0,0.0,45.0,13.0,0.0,2.0,0.0,2.0,4,8.0
2172,0.0,0.0,78.0,44.0,0.0,2.0,0.0,0.0,1,15.0
4570,1.0,0.0,102.0,77.0,0.0,1.0,0.0,0.0,2,25.0
2144,1.0,0.0,37.0,28.0,1.0,1.0,0.0,0.0,2,9.0
4713,1.0,0.0,36.0,16.0,0.0,0.0,0.0,0.0,1,2.0
4019,0.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,2,3.0
1262,0.0,0.0,11.0,3.0,5.0,0.0,1.0,0.0,1,4.0
3308,0.0,0.0,80.0,48.0,1.0,1.0,0.0,0.0,2,15.0
3404,0.0,0.0,38.0,27.0,1.0,0.0,0.0,0.0,3,15.0
2840,1.0,0.0,25.0,24.0,0.0,1.0,0.0,0.0,4,4.0
4759,0.0,0.0,53.0,10.0,7.0,0.0,0.0,0.0,3,15.0
1866,0.0,0.0,33.0,40.0,5.0,0.0,1.0,0.0,1,15.0
4899,0.0,0.0,36.0,41.0,3.0,0.0,0.0,0.0,3,15.0
3063,1.0,0.0,49.0,44.0,0.0,0.0,0.0,0.0,2,7.0
391,0.0,0.0,59.0,57.0,1.0,1.0,0.0,0.0,2,15.0
237,0.0,0.0,36.0,38.0,0.0,0.0,1.0,0.0,2,8.0
1086,1.0,0.0,36.0,46.0,0.0,0.0,0.0,0.0,2,4.0
2002,0.0,0.0,55.0,67.0,0.0,0.0,0.0,0.0,2,15.0
4403,1.0,0.0,28.0,39.0,1.0,1.0,0.0,0.0,1,6.0
4000,0.0,1.0,92.0,52.0,1.0,1.0,0.0,0.0,2,15.0
777,0.0,0.0,23.0,44.0,0.0,1.0,0.0,0.0,2,15.0
2187,1.0,0.0,119.0,107.0,2.0,0.0,0.0,0.0,2,15.0
4573,0.0,0.0,47.0,26.0,1.0,0.0,0.0,1.0,2,15.0
680,0.0,0.0,19.0,21.0,3.0,1.0,1.0,1.0,1,15.0
252,0.0,0.0,88.0,83.0,0.0,0.0,0.0,0.0,2,15.0
6347,1.0,0.0,68.0,29.0,1.0,2.0,3.0,0.0,2,15.0
1588,0.0,0.0,38.0,27.0,6.0,1.0,0.0,2.0,3,15.0
6288,1.0,0.0,66.0,23.0,0.0,1.0,0.0,0.0,3,11.0
3449,1.0,0.0,30.0,51.0,0.0,0.0,0.0,0.0,2,8.0
2100,1.0,0.0,32.0,15.0,1.0,0.0,0.0,0.0,2,15.0
1840,0.0,0.0,46.0,32.0,1.0,0.0,0.0,0.0,1,15.0
6874,0.0,0.0,33.0,5.0,0.0,0.0,1.0,0.0,2,4.0
7102,0.0,2.0,28.0,17.0,1.0,0.0,0.0,0.0,3,4.0
4584,0.0,0.0,43.0,16.0,3.0,4.0,0.0,0.0,3,15.0
5608,1.0,0.0,36.0,23.0,4.0,1.0,1.0,1.0,1,9.0
723,0.0,0.0,80.0,58.0,0.0,0.0,0.0,0.0,2,9.0
6630,0.0,0.0,60.0,23.0,0.0,6.0,0.0,0.0,2,15.0
6933,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,3,2.0
2067,0.0,0.0,80.0,66.0,0.0,0.0,0.0,0.0,1,15.0
6044,0.0,0.0,67.0,47.0,0.0,5.0,6.0,0.0,4,11.0
5306,0.0,0.0,46.0,47.0,1.0,3.0,0.0,0.0,2,15.0
4218,1.0,0.0,42.0,36.0,5.0,1.0,2.0,0.0,1,15.0
4849,0.0,0.0,51.0,40.0,5.0,0.0,0.0,0.0,3,25.0
2749,0.0,0.0,10.0,4.0,1.0,0.0,1.0,0.0,1,1.0
7242,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0
1472,1.0,0.0,77.0,63.0,1.0,1.0,0.0,1.0,3,9.0
6036,0.0,0.0,107.0,140.0,1.0,0.0,0.0,0.0,2,15.0
1683,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,1,1.0
2782,0.0,0.0,59.0,28.0,0.0,1.0,0.0,0.0,2,7.0
2019,0.0,0.0,38.0,54.0,0.0,2.0,0.0,0.0,2,15.0
4611,0.0,0.0,49.0,42.0,1.0,2.0,0.0,0.0,2,15.0
4653,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1.0
407,1.0,0.0,88.0,74.0,0.0,0.0,0.0,0.0,2,15.0
387,2.0,0.0,54.0,19.0,1.0,0.0,1.0,0.0,2,7.0
6676,0.0,0.0,42.0,6.0,8.0,0.0,0.0,0.0,2,15.0
2174,0.0,0.0,71.0,78.0,4.0,1.0,0.0,0.0,2,15.0
1647,0.0,0.0,51.0,50.0,1.0,0.0,0.0,0.0,4,9.0
6809,1.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,3,8.0
5623,1.0,0.0,14.0,9.0,0.0,0.0,2.0,0.0,2,2.0
4824,1.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,2,2.0
3962,0.0,0.0,55.0,53.0,1.0,1.0,0.0,1.0,1,15.0
5378,0.0,0.0,42.0,56.0,6.0,0.0,0.0,0.0,2,15.0
4198,0.0,0.0,61.0,52.0,0.0,0.0,0.0,0.0,1,15.0
4989,0.0,0.0,43.0,52.0,3.0,0.0,2.0,0.0,2,15.0
5942,2.0,0.0,74.0,38.0,0.0,0.0,0.0,0.0,2,15.0
6738,0.0,0.0,34.0,20.0,0.0,4.0,0.0,0.0,2,8.0
5400,0.0,1.0,83.0,39.0,2.0,1.0,1.0,0.0,2,15.0
225,0.0,0.0,16.0,18.0,1.0,0.0,0.0,0.0,2,7.0
2215,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,2,1.0
3164,0.0,0.0,79.0,55.0,3.0,0.0,0.0,0.0,2,15.0
4509,0.0,0.0,8.0,4.0,1.0,2.0,3.0,1.0,1,8.0
1841,2.0,0.0,37.0,17.0,0.0,0.0,0.0,0.0,4,4.0
7213,0.0,0.0,17.0,1.0,3.0,0.0,0.0,0.0,3,15.0
5166,0.0,0.0,73.0,87.0,2.0,1.0,1.0,1.0,3,15.0
5014,0.0,0.0,17.0,15.0,4.0,2.0,0.0,4.0,2,15.0
805,1.0,0.0,79.0,14.0,0.0,0.0,0.0,0.0,3,11.0
2897,0.0,0.0,77.0,28.0,0.0,0.0,0.0,0.0,2,15.0
9,1.0,0.0,105.0,63.0,0.0,1.0,0.0,0.0,2,15.0
1962,0.0,0.0,175.0,127.0,1.0,0.0,0.0,0.0,2,15.0
1855,0.0,0.0,88.0,35.0,4.0,0.0,0.0,0.0,3,10.0
4844,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,3,0.0
258,0.0,0.0,58.0,60.0,0.0,0.0,0.0,0.0,1,15.0
